name,sock_id,segredo,max,jogadas,resultado
Mauro,55842,37,2,2,FAILURE
Mauro,59516,9,2,2,FAILURE
Mauro,59516,76,2,0,DESISTENCIA
Mauro,59516,52,2,1,SUCCESS
Mauro,59540,14,2,0,DESISTENCIA
Mauro,59677,40,1,0,FAILURE
Mauro,55020,79,2,2,FAILURE
Mauro,55478,54,2,2,FAILURE
